game_id,season,game_date,game_number,team_name,short_name,opponent_name,self_team_score,self_field_goals_made,self_field_goals_attempted,self_field_goal_percentage,self_two_point_field_goals_made,self_two_point_field_goals_attempted,self_two_point_percentage,self_three_point_field_goals_made,self_three_point_field_goals_attempted,self_three_point_percentage,self_free_throws_made,self_free_throws_attempted,self_free_throw_percentage,self_offensive_rebounds,self_defensive_rebounds,self_rebounds,self_assists,self_steals,self_turnovers,self_blocks,self_personal_fouls,self_fouls_drawn,self_points_in_the_paint,self_second_chance_points,self_points_from_turnovers,self_bench_points,self_fast_break_points,self_stocks,opp_team_score,opp_field_goals_made,opp_field_goals_attempted,opp_field_goal_percentage,opp_two_point_field_goals_made,opp_two_point_field_goals_attempted,opp_two_point_percentage,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_three_point_percentage,opp_free_throws_made,opp_free_throws_attempted,opp_free_throw_percentage,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_steals,opp_turnovers,opp_blocks,opp_personal_fouls,opp_fouls_drawn,opp_points_in_the_paint,opp_second_chance_points,opp_points_from_turnovers,opp_bench_points,opp_fast_break_points,opp_stocks,diff_team_score,diff_field_goals_made,diff_field_goals_attempted,diff_field_goal_percentage,diff_two_point_field_goals_made,diff_two_point_field_goals_attempted,diff_two_point_percentage,diff_three_point_field_goals_made,diff_three_point_field_goals_attempted,diff_three_point_percentage,diff_free_throws_made,diff_free_throws_attempted,diff_free_throw_percentage,diff_offensive_rebounds,diff_defensive_rebounds,diff_rebounds,diff_assists,diff_steals,diff_turnovers,diff_blocks,diff_personal_fouls,diff_fouls_drawn,diff_points_in_the_paint,diff_second_chance_points,diff_points_from_turnovers,diff_bench_points,diff_fast_break_points,diff_stocks
2600581,2025,2025-05-29T15:00:00Z,4,Saskatchewan Rattlers,Saskatchewan,Scarborough Shooting Stars,84,27,66,40,19,48,39,8,18,44,22,29,75,14,32,46,14,7,19,7,21,20,34,15,22,23,20,14,91.0,36.0,76.0,47.0,29.0,54.0,53.0,7.0,22.0,31.0,12.0,24.0,50.0,14.0,27.0,41.0,20.0,10.0,14.0,6.0,20.0,21.0,54.0,11.0,24.0,22.0,24.0,16.0,-7.0,-9.0,-10.0,-7.0,-10.0,-6.0,-14.0,1.0,-4.0,13.0,10.0,5.0,25.0,0.0,5.0,5.0,-6.0,-3.0,5.0,1.0,1.0,-1.0,-20.0,4.0,-2.0,1.0,-4.0,-2.0
2600583,2025,2025-05-30T23:00:00Z,5,Saskatchewan Rattlers,Saskatchewan,Niagara River Lions,89,32,83,38,24,58,41,8,25,32,17,25,68,19,30,49,17,11,12,4,15,23,36,15,15,25,17,15,87.0,32.0,78.0,41.0,20.0,44.0,45.0,12.0,34.0,35.0,11.0,13.0,84.0,17.0,32.0,49.0,19.0,8.0,18.0,13.0,23.0,15.0,38.0,9.0,15.0,18.0,13.0,21.0,2.0,0.0,5.0,-3.0,4.0,14.0,-4.0,-4.0,-9.0,-3.0,6.0,12.0,-16.0,2.0,-2.0,0.0,-2.0,3.0,-6.0,-9.0,-8.0,8.0,-2.0,6.0,0.0,7.0,4.0,-6.0
2600608,2025,2025-06-07T01:30:00Z,6,Saskatchewan Rattlers,Saskatchewan,Calgary Surge,87,31,85,36,23,42,54,8,43,18,17,25,68,11,38,49,16,6,12,1,16,19,38,19,26,18,5,7,84.0,33.0,77.0,42.0,28.0,58.0,48.0,5.0,19.0,26.0,13.0,23.0,56.0,10.0,46.0,56.0,9.0,9.0,17.0,6.0,19.0,16.0,52.0,11.0,13.0,13.0,12.0,15.0,3.0,-2.0,8.0,-6.0,-5.0,-16.0,6.0,3.0,24.0,-8.0,4.0,2.0,12.0,1.0,-8.0,-7.0,7.0,-3.0,-5.0,-5.0,-3.0,3.0,-14.0,8.0,13.0,5.0,-7.0,-8.0
2600593,2025,2025-06-08T22:00:00Z,7,Saskatchewan Rattlers,Saskatchewan,Vancouver Bandits,76,31,79,39,26,52,50,5,27,18,9,12,75,13,33,46,16,7,14,4,15,16,42,10,14,20,23,11,101.0,39.0,82.0,47.0,31.0,55.0,56.0,8.0,27.0,29.0,15.0,21.0,71.0,13.0,36.0,49.0,22.0,10.0,8.0,1.0,16.0,15.0,58.0,16.0,15.0,20.0,27.0,11.0,-25.0,-8.0,-3.0,-8.0,-5.0,-3.0,-6.0,-3.0,0.0,-11.0,-6.0,-9.0,4.0,0.0,-3.0,-3.0,-6.0,-3.0,6.0,3.0,-1.0,1.0,-16.0,-6.0,-1.0,0.0,-4.0,0.0
2600606,2025,2025-06-14T01:30:00Z,8,Saskatchewan Rattlers,Saskatchewan,Scarborough Shooting Stars,93,33,69,47,25,48,52,8,21,38,19,26,73,15,21,36,17,10,14,2,18,18,40,14,19,18,18,12,101.0,36.0,68.0,52.0,26.0,44.0,59.0,10.0,24.0,41.0,19.0,23.0,82.0,11.0,24.0,35.0,21.0,10.0,15.0,6.0,18.0,18.0,50.0,13.0,22.0,28.0,22.0,16.0,-8.0,-3.0,1.0,-5.0,-1.0,4.0,-7.0,-2.0,-3.0,-3.0,0.0,3.0,-9.0,4.0,-3.0,1.0,-4.0,0.0,-1.0,-4.0,0.0,0.0,-10.0,1.0,-3.0,-10.0,-4.0,-4.0
2600591,2025,2025-06-15T19:00:00Z,9,Saskatchewan Rattlers,Saskatchewan,Winnipeg Sea Bears,84,33,76,43,24,50,48,9,26,34,9,16,56,13,28,41,18,5,7,3,16,20,46,13,15,10,9,8,91.0,35.0,76.0,46.0,25.0,43.0,58.0,10.0,33.0,30.0,11.0,18.0,61.0,17.0,33.0,50.0,25.0,2.0,11.0,2.0,20.0,16.0,46.0,31.0,5.0,15.0,9.0,4.0,-7.0,-2.0,0.0,-3.0,-1.0,7.0,-10.0,-1.0,-7.0,4.0,-2.0,-2.0,-5.0,-4.0,-5.0,-9.0,-7.0,3.0,-4.0,1.0,-4.0,4.0,0.0,-18.0,10.0,-5.0,0.0,4.0
2600607,2025,2025-06-21T00:00:00Z,10,Saskatchewan Rattlers,Saskatchewan,Brampton Honey Badgers,86,32,76,42,21,46,45,11,30,36,11,15,73,17,26,43,19,11,14,3,12,14,34,13,22,16,21,14,88.0,36.0,68.0,52.0,25.0,39.0,64.0,11.0,29.0,37.0,5.0,12.0,41.0,9.0,29.0,38.0,25.0,7.0,14.0,1.0,14.0,12.0,44.0,7.0,16.0,20.0,10.0,8.0,-2.0,-4.0,8.0,-10.0,-4.0,7.0,-19.0,0.0,1.0,-1.0,6.0,3.0,32.0,8.0,-3.0,5.0,-6.0,4.0,0.0,2.0,-2.0,2.0,-10.0,6.0,6.0,-4.0,11.0,6.0
2600615,2025,2025-06-22T19:00:00Z,11,Saskatchewan Rattlers,Saskatchewan,Montreal Alliance,89,31,76,40,17,45,37,14,31,45,13,15,86,11,30,41,21,10,14,3,15,16,24,10,18,19,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600618,2025,2025-06-27T01:30:00Z,12,Saskatchewan Rattlers,Saskatchewan,Calgary Surge,96,35,83,42,25,56,44,10,27,37,16,22,72,17,33,50,21,10,9,3,24,17,32,17,17,18,21,13,89.0,31.0,69.0,44.0,23.0,41.0,56.0,8.0,28.0,28.0,19.0,26.0,73.0,8.0,33.0,41.0,22.0,6.0,13.0,5.0,17.0,24.0,40.0,5.0,14.0,25.0,16.0,11.0,7.0,4.0,14.0,-2.0,2.0,15.0,-12.0,2.0,-1.0,9.0,-3.0,-4.0,-1.0,9.0,0.0,9.0,-1.0,4.0,-4.0,-2.0,7.0,-7.0,-8.0,12.0,3.0,-7.0,5.0,2.0
2600621,2025,2025-06-29T02:00:00Z,13,Saskatchewan Rattlers,Saskatchewan,Vancouver Bandits,85,32,63,50,19,35,54,13,28,46,8,14,57,9,29,38,26,4,18,7,21,13,34,4,8,26,13,11,97.0,30.0,66.0,45.0,15.0,33.0,45.0,15.0,33.0,45.0,22.0,27.0,81.0,9.0,24.0,33.0,23.0,7.0,10.0,1.0,13.0,21.0,30.0,10.0,23.0,9.0,15.0,8.0,-12.0,2.0,-3.0,5.0,4.0,2.0,9.0,-2.0,-5.0,1.0,-14.0,-13.0,-24.0,0.0,5.0,5.0,3.0,-3.0,8.0,6.0,8.0,-8.0,4.0,-6.0,-15.0,17.0,-2.0,3.0
2600633,2025,2025-07-04T01:30:00Z,14,Saskatchewan Rattlers,Saskatchewan,Montreal Alliance,80,27,52,51,21,32,65,6,20,30,20,32,62,6,22,28,20,4,11,7,16,22,34,8,17,13,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600637,2025,2025-07-06T01:30:00Z,15,Saskatchewan Rattlers,Saskatchewan,Ottawa BlackJacks,93,35,77,45,22,43,51,13,34,38,10,18,55,12,30,42,29,11,11,5,14,12,40,8,21,21,27,16,90.0,36.0,76.0,47.0,23.0,46.0,50.0,13.0,30.0,43.0,5.0,8.0,62.0,11.0,30.0,41.0,23.0,6.0,14.0,1.0,12.0,14.0,42.0,6.0,19.0,35.0,16.0,7.0,3.0,-1.0,1.0,-2.0,-1.0,-3.0,1.0,0.0,4.0,-5.0,5.0,10.0,-7.0,1.0,0.0,1.0,6.0,5.0,-3.0,4.0,2.0,-2.0,-2.0,2.0,2.0,-14.0,11.0,9.0
2600636,2025,2025-07-12T01:30:00Z,16,Saskatchewan Rattlers,Saskatchewan,Winnipeg Sea Bears,70,24,68,35,18,44,40,6,24,25,16,19,84,13,30,43,19,4,16,4,11,17,28,9,4,11,19,8,94.0,35.0,78.0,44.0,23.0,43.0,53.0,12.0,35.0,34.0,12.0,15.0,80.0,11.0,30.0,41.0,26.0,14.0,9.0,3.0,17.0,11.0,40.0,14.0,15.0,16.0,18.0,17.0,-24.0,-11.0,-10.0,-9.0,-5.0,1.0,-13.0,-6.0,-11.0,-9.0,4.0,4.0,4.0,2.0,0.0,2.0,-7.0,-10.0,7.0,1.0,-6.0,6.0,-12.0,-5.0,-11.0,-5.0,1.0,-9.0
2600642,2025,2025-07-16T01:30:00Z,17,Saskatchewan Rattlers,Saskatchewan,Calgary Surge,81,31,62,50,20,39,51,11,23,47,8,16,50,6,20,26,21,12,19,3,19,15,28,7,21,11,17,15,103.0,38.0,68.0,55.0,25.0,40.0,62.0,13.0,28.0,46.0,14.0,17.0,82.0,11.0,28.0,39.0,17.0,12.0,19.0,4.0,17.0,19.0,48.0,15.0,20.0,24.0,11.0,16.0,-22.0,-7.0,-6.0,-5.0,-5.0,-1.0,-11.0,-2.0,-5.0,1.0,-6.0,-1.0,-32.0,-5.0,-8.0,-13.0,4.0,0.0,0.0,-1.0,2.0,-4.0,-20.0,-8.0,1.0,-13.0,6.0,-1.0
2600651,2025,2025-07-19T02:00:00Z,18,Saskatchewan Rattlers,Saskatchewan,Vancouver Bandits,79,31,71,43,24,43,55,7,28,25,10,12,83,13,27,40,17,7,17,2,17,18,40,18,14,11,15,9,100.0,35.0,71.0,49.0,18.0,32.0,56.0,17.0,39.0,43.0,13.0,16.0,81.0,10.0,28.0,38.0,29.0,10.0,14.0,2.0,18.0,16.0,36.0,5.0,22.0,26.0,17.0,12.0,-21.0,-4.0,0.0,-6.0,6.0,11.0,-1.0,-10.0,-11.0,-18.0,-3.0,-4.0,2.0,3.0,-1.0,2.0,-12.0,-3.0,3.0,0.0,-1.0,2.0,4.0,13.0,-8.0,-15.0,-2.0,-3.0
2600653,2025,2025-07-26T18:00:00Z,19,Saskatchewan Rattlers,Saskatchewan,Ottawa BlackJacks,97,36,82,43,26,53,49,10,29,34,15,21,71,19,33,52,23,3,15,3,14,18,40,19,6,11,6,6,96.0,36.0,79.0,45.0,26.0,46.0,56.0,10.0,33.0,30.0,14.0,17.0,82.0,9.0,31.0,40.0,26.0,8.0,7.0,3.0,18.0,14.0,48.0,8.0,18.0,28.0,26.0,11.0,1.0,0.0,3.0,-2.0,0.0,7.0,-7.0,0.0,-4.0,4.0,1.0,4.0,-11.0,10.0,2.0,12.0,-3.0,-5.0,8.0,0.0,-4.0,4.0,-8.0,11.0,-12.0,-17.0,-20.0,-5.0
2600649,2025,2025-08-02T00:30:00Z,20,Saskatchewan Rattlers,Saskatchewan,Winnipeg Sea Bears,89,35,80,43,23,50,46,12,30,40,7,11,63,14,23,37,18,11,11,3,11,10,30,16,11,7,9,14,98.0,37.0,74.0,50.0,28.0,47.0,59.0,9.0,27.0,33.0,15.0,16.0,93.0,14.0,33.0,47.0,26.0,8.0,14.0,4.0,10.0,11.0,48.0,16.0,11.0,16.0,14.0,12.0,-9.0,-2.0,6.0,-7.0,-5.0,3.0,-13.0,3.0,3.0,7.0,-8.0,-5.0,-30.0,0.0,-10.0,-10.0,-8.0,3.0,-3.0,-1.0,1.0,-1.0,-18.0,0.0,0.0,-9.0,-5.0,2.0
2600662,2025,2025-08-03T22:00:00Z,21,Saskatchewan Rattlers,Saskatchewan,Edmonton Stingers,90,34,71,47,25,40,62,9,31,29,13,23,56,11,36,47,14,8,18,4,15,20,28,9,16,5,11,12,88.0,35.0,80.0,43.0,27.0,55.0,49.0,8.0,25.0,32.0,10.0,13.0,76.0,10.0,32.0,42.0,18.0,5.0,13.0,1.0,21.0,14.0,48.0,11.0,20.0,26.0,5.0,6.0,2.0,-1.0,-9.0,4.0,-2.0,-15.0,13.0,1.0,6.0,-3.0,3.0,10.0,-20.0,1.0,4.0,5.0,-4.0,3.0,5.0,3.0,-6.0,6.0,-20.0,-2.0,-4.0,-21.0,6.0,6.0
2600672,2025,2025-08-07T01:30:00Z,22,Saskatchewan Rattlers,Saskatchewan,Edmonton Stingers,94,35,70,50,21,46,45,14,24,58,10,16,62,10,21,31,21,6,13,2,18,14,28,16,16,10,14,8,100.0,37.0,68.0,54.0,32.0,48.0,66.0,5.0,20.0,25.0,21.0,24.0,87.0,11.0,26.0,37.0,23.0,10.0,13.0,2.0,14.0,18.0,58.0,16.0,20.0,17.0,22.0,12.0,-6.0,-2.0,2.0,-4.0,-11.0,-2.0,-21.0,9.0,4.0,33.0,-11.0,-8.0,-25.0,-1.0,-5.0,-6.0,-2.0,-4.0,0.0,0.0,4.0,-4.0,-30.0,0.0,-4.0,-7.0,-8.0,-4.0
2600678,2025,2025-08-09T02:00:00Z,23,Saskatchewan Rattlers,Saskatchewan,Calgary Surge,76,27,75,36,20,47,42,7,28,25,15,19,78,16,32,48,17,5,20,6,15,16,36,17,7,15,4,11,105.0,42.0,90.0,46.0,35.0,65.0,53.0,7.0,25.0,28.0,14.0,19.0,73.0,17.0,34.0,51.0,18.0,12.0,10.0,5.0,17.0,13.0,62.0,17.0,28.0,19.0,20.0,17.0,-29.0,-15.0,-15.0,-10.0,-15.0,-18.0,-11.0,0.0,3.0,-3.0,1.0,0.0,5.0,-1.0,-2.0,-3.0,-1.0,-7.0,10.0,1.0,-2.0,3.0,-26.0,0.0,-21.0,-4.0,-16.0,-6.0
2600683,2025,2025-08-10T23:00:00Z,24,Saskatchewan Rattlers,Saskatchewan,Brampton Honey Badgers,96,34,73,46,25,45,55,9,28,32,19,21,90,15,32,47,32,6,14,5,18,15,50,15,10,37,20,11,85.0,33.0,70.0,47.0,25.0,49.0,51.0,8.0,21.0,38.0,11.0,22.0,50.0,10.0,24.0,34.0,17.0,3.0,9.0,3.0,17.0,18.0,42.0,11.0,11.0,27.0,16.0,6.0,11.0,1.0,3.0,-1.0,0.0,-4.0,4.0,1.0,7.0,-6.0,8.0,-1.0,40.0,5.0,8.0,13.0,15.0,3.0,5.0,2.0,1.0,-3.0,8.0,4.0,-1.0,10.0,4.0,5.0
2600576,2025,2025-05-25T18:00:00Z,1,Scarborough Shooting Stars,Scarborough,Brampton Honey Badgers,90,35,82,42,23,48,47,12,34,35,8,10,80,14,34,48,24,11,15,5,21,10,38,10,23,30,27,16,76.0,26.0,78.0,33.0,20.0,52.0,38.0,6.0,26.0,23.0,18.0,21.0,85.0,17.0,33.0,50.0,17.0,6.0,16.0,3.0,11.0,21.0,38.0,8.0,15.0,16.0,11.0,9.0,14.0,9.0,4.0,9.0,3.0,-4.0,9.0,6.0,8.0,12.0,-10.0,-11.0,-5.0,-3.0,1.0,-2.0,7.0,5.0,-1.0,2.0,10.0,-11.0,0.0,2.0,8.0,14.0,16.0,7.0
2600578,2025,2025-05-27T15:00:00Z,2,Scarborough Shooting Stars,Scarborough,Ottawa BlackJacks,87,34,74,45,24,44,54,10,30,33,9,13,69,8,28,36,23,6,14,6,21,17,38,4,18,21,20,12,86.0,29.0,68.0,42.0,22.0,48.0,45.0,7.0,20.0,35.0,21.0,24.0,87.0,12.0,32.0,44.0,20.0,8.0,18.0,2.0,17.0,21.0,36.0,12.0,16.0,23.0,12.0,10.0,1.0,5.0,6.0,3.0,2.0,-4.0,9.0,3.0,10.0,-2.0,-12.0,-11.0,-18.0,-4.0,-4.0,-8.0,3.0,-2.0,-4.0,4.0,4.0,-4.0,2.0,-8.0,2.0,-2.0,8.0,2.0
2600581,2025,2025-05-29T15:00:00Z,3,Scarborough Shooting Stars,Scarborough,Saskatchewan Rattlers,91,36,76,47,29,54,53,7,22,31,12,24,50,14,27,41,20,10,14,6,20,21,54,11,24,22,24,16,84.0,27.0,66.0,40.0,19.0,48.0,39.0,8.0,18.0,44.0,22.0,29.0,75.0,14.0,32.0,46.0,14.0,7.0,19.0,7.0,21.0,20.0,34.0,15.0,22.0,23.0,20.0,14.0,7.0,9.0,10.0,7.0,10.0,6.0,14.0,-1.0,4.0,-13.0,-10.0,-5.0,-25.0,0.0,-5.0,-5.0,6.0,3.0,-5.0,-1.0,-1.0,1.0,20.0,-4.0,2.0,-1.0,4.0,2.0
2600599,2025,2025-06-06T23:00:00Z,4,Scarborough Shooting Stars,Scarborough,Niagara River Lions,94,32,81,39,23,45,51,9,36,25,21,29,72,16,33,49,21,11,15,5,24,24,42,25,9,32,17,16,98.0,36.0,83.0,43.0,27.0,54.0,50.0,9.0,29.0,31.0,17.0,23.0,73.0,13.0,35.0,48.0,21.0,5.0,14.0,1.0,25.0,23.0,46.0,13.0,15.0,34.0,11.0,6.0,-4.0,-4.0,-2.0,-4.0,-4.0,-9.0,1.0,0.0,7.0,-6.0,4.0,6.0,-1.0,3.0,-2.0,1.0,0.0,6.0,1.0,4.0,-1.0,1.0,-4.0,12.0,-6.0,-2.0,6.0,10.0
2600584,2025,2025-06-08T00:00:00Z,5,Scarborough Shooting Stars,Scarborough,Winnipeg Sea Bears,86,32,74,43,24,53,45,8,21,38,14,29,48,17,42,59,17,8,16,7,22,20,42,11,11,26,22,15,87.0,31.0,84.0,36.0,19.0,51.0,37.0,12.0,33.0,36.0,13.0,20.0,65.0,15.0,33.0,48.0,16.0,9.0,11.0,6.0,20.0,22.0,28.0,15.0,14.0,29.0,4.0,15.0,-1.0,1.0,-10.0,7.0,5.0,2.0,8.0,-4.0,-12.0,2.0,1.0,9.0,-17.0,2.0,9.0,11.0,1.0,-1.0,5.0,1.0,2.0,-2.0,14.0,-4.0,-3.0,-3.0,18.0,0.0
2600596,2025,2025-06-09T23:30:00Z,6,Scarborough Shooting Stars,Scarborough,Montreal Alliance,88,31,70,44,24,44,54,7,26,26,19,32,59,17,28,45,19,8,22,7,23,26,42,14,13,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600606,2025,2025-06-14T01:30:00Z,7,Scarborough Shooting Stars,Scarborough,Saskatchewan Rattlers,101,36,68,52,26,44,59,10,24,41,19,23,82,11,24,35,21,10,15,6,18,18,50,13,22,28,22,16,93.0,33.0,69.0,47.0,25.0,48.0,52.0,8.0,21.0,38.0,19.0,26.0,73.0,15.0,21.0,36.0,17.0,10.0,14.0,2.0,18.0,18.0,40.0,14.0,19.0,18.0,18.0,12.0,8.0,3.0,-1.0,5.0,1.0,-4.0,7.0,2.0,3.0,3.0,0.0,-3.0,9.0,-4.0,3.0,-1.0,4.0,0.0,1.0,4.0,0.0,0.0,10.0,-1.0,3.0,10.0,4.0,4.0
2600594,2025,2025-06-15T20:00:00Z,8,Scarborough Shooting Stars,Scarborough,Calgary Surge,80,28,65,43,18,34,52,10,31,32,14,18,77,12,28,40,17,12,22,2,18,18,36,16,16,22,8,14,94.0,32.0,76.0,42.0,22.0,52.0,42.0,10.0,24.0,41.0,20.0,22.0,90.0,16.0,28.0,44.0,12.0,13.0,16.0,4.0,18.0,18.0,36.0,13.0,27.0,14.0,13.0,17.0,-14.0,-4.0,-11.0,1.0,-4.0,-18.0,10.0,0.0,7.0,-9.0,-6.0,-4.0,-13.0,-4.0,0.0,-4.0,5.0,-1.0,6.0,-2.0,0.0,0.0,0.0,3.0,-11.0,8.0,-5.0,-3.0
2600597,2025,2025-06-18T23:30:00Z,9,Scarborough Shooting Stars,Scarborough,Montreal Alliance,101,41,85,48,28,49,57,13,36,36,6,13,46,16,32,48,22,6,5,7,19,11,54,21,15,34,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600609,2025,2025-06-20T23:30:00Z,10,Scarborough Shooting Stars,Scarborough,Ottawa BlackJacks,78,30,80,37,25,50,50,5,30,16,13,24,54,18,25,43,7,10,12,7,18,22,48,19,14,18,8,17,97.0,34.0,70.0,48.0,22.0,39.0,56.0,12.0,31.0,38.0,17.0,23.0,73.0,12.0,34.0,46.0,25.0,6.0,14.0,4.0,23.0,17.0,38.0,16.0,13.0,34.0,12.0,10.0,-19.0,-4.0,10.0,-11.0,3.0,11.0,-6.0,-7.0,-1.0,-22.0,-4.0,1.0,-19.0,6.0,-9.0,-3.0,-18.0,4.0,-2.0,3.0,-5.0,5.0,10.0,3.0,1.0,-16.0,-4.0,7.0
2600613,2025,2025-06-22T18:00:00Z,11,Scarborough Shooting Stars,Scarborough,Niagara River Lions,102,38,76,50,25,45,55,13,31,41,13,19,68,12,29,41,28,9,9,5,16,19,48,15,19,22,11,14,70.0,22.0,63.0,34.0,15.0,36.0,41.0,7.0,27.0,25.0,19.0,20.0,95.0,13.0,26.0,39.0,17.0,2.0,18.0,2.0,20.0,15.0,28.0,10.0,8.0,31.0,7.0,4.0,32.0,16.0,13.0,16.0,10.0,9.0,14.0,6.0,4.0,16.0,-6.0,-1.0,-27.0,-1.0,3.0,2.0,11.0,7.0,-9.0,3.0,-4.0,4.0,20.0,5.0,11.0,-9.0,4.0,10.0
2600619,2025,2025-06-28T00:30:00Z,12,Scarborough Shooting Stars,Scarborough,Winnipeg Sea Bears,103,39,70,55,29,44,65,10,26,38,15,22,68,14,29,43,18,9,17,6,28,21,54,17,19,21,7,15,93.0,29.0,65.0,44.0,22.0,41.0,53.0,7.0,24.0,29.0,28.0,37.0,75.0,10.0,20.0,30.0,19.0,9.0,12.0,7.0,22.0,27.0,44.0,12.0,21.0,12.0,7.0,16.0,10.0,10.0,5.0,11.0,7.0,3.0,12.0,3.0,2.0,9.0,-13.0,-15.0,-7.0,4.0,9.0,13.0,-1.0,0.0,5.0,-1.0,6.0,-6.0,10.0,5.0,-2.0,9.0,0.0,-1.0
2600623,2025,2025-06-29T22:00:00Z,13,Scarborough Shooting Stars,Scarborough,Edmonton Stingers,81,31,77,40,21,44,47,10,33,30,9,13,69,16,29,45,16,10,18,5,16,13,34,12,11,15,12,15,98.0,35.0,73.0,47.0,23.0,48.0,47.0,12.0,25.0,48.0,16.0,16.0,100.0,8.0,33.0,41.0,22.0,10.0,13.0,2.0,14.0,16.0,44.0,11.0,18.0,37.0,12.0,12.0,-17.0,-4.0,4.0,-7.0,-2.0,-4.0,0.0,-2.0,8.0,-18.0,-7.0,-3.0,-31.0,8.0,-4.0,4.0,-6.0,0.0,5.0,3.0,2.0,-3.0,-10.0,1.0,-7.0,-22.0,0.0,3.0
2600629,2025,2025-07-02T00:00:00Z,14,Scarborough Shooting Stars,Scarborough,Vancouver Bandits,97,38,79,48,29,57,50,9,22,40,12,19,63,18,31,49,19,8,21,9,22,22,56,19,21,34,15,17,100.0,33.0,77.0,42.0,19.0,41.0,46.0,14.0,36.0,38.0,20.0,28.0,71.0,13.0,27.0,40.0,25.0,10.0,16.0,3.0,23.0,21.0,34.0,13.0,27.0,13.0,26.0,13.0,-3.0,5.0,2.0,6.0,10.0,16.0,4.0,-5.0,-14.0,2.0,-8.0,-9.0,-8.0,5.0,4.0,9.0,-6.0,-2.0,5.0,6.0,-1.0,1.0,22.0,6.0,-6.0,21.0,-11.0,4.0
2600632,2025,2025-07-11T23:30:00Z,15,Scarborough Shooting Stars,Scarborough,Edmonton Stingers,75,28,74,37,19,43,44,9,31,29,10,24,41,15,32,47,19,9,17,4,20,20,32,13,11,18,18,13,81.0,33.0,82.0,40.0,28.0,54.0,51.0,5.0,28.0,17.0,10.0,17.0,58.0,19.0,37.0,56.0,8.0,10.0,18.0,2.0,20.0,20.0,54.0,14.0,14.0,21.0,8.0,12.0,-6.0,-5.0,-8.0,-3.0,-9.0,-11.0,-7.0,4.0,3.0,12.0,0.0,7.0,-17.0,-4.0,-5.0,-9.0,11.0,-1.0,-1.0,2.0,0.0,0.0,-22.0,-1.0,-3.0,-3.0,10.0,1.0
2600638,2025,2025-07-13T18:00:00Z,16,Scarborough Shooting Stars,Scarborough,Brampton Honey Badgers,86,31,66,46,20,37,54,11,29,37,13,19,68,13,34,47,16,8,17,2,20,17,40,16,17,23,14,10,71.0,23.0,66.0,34.0,15.0,36.0,41.0,8.0,30.0,26.0,17.0,23.0,73.0,10.0,26.0,36.0,15.0,12.0,12.0,2.0,18.0,20.0,30.0,5.0,16.0,17.0,13.0,14.0,15.0,8.0,0.0,12.0,5.0,1.0,13.0,3.0,-1.0,11.0,-4.0,-4.0,-5.0,3.0,8.0,11.0,1.0,-4.0,5.0,0.0,2.0,-3.0,10.0,11.0,1.0,6.0,1.0,-4.0
2600654,2025,2025-07-20T19:00:00Z,17,Scarborough Shooting Stars,Scarborough,Niagara River Lions,81,29,73,39,20,40,50,9,33,27,14,20,70,8,29,37,20,14,15,6,21,19,34,8,21,13,15,20,96.0,32.0,77.0,41.0,22.0,46.0,47.0,10.0,31.0,32.0,22.0,30.0,73.0,18.0,38.0,56.0,25.0,7.0,19.0,5.0,19.0,21.0,30.0,18.0,15.0,16.0,9.0,12.0,-15.0,-3.0,-4.0,-2.0,-2.0,-6.0,3.0,-1.0,2.0,-5.0,-8.0,-10.0,-3.0,-10.0,-9.0,-19.0,-5.0,7.0,-4.0,1.0,2.0,-2.0,4.0,-10.0,6.0,-3.0,6.0,8.0
2600644,2025,2025-07-25T23:30:00Z,18,Scarborough Shooting Stars,Scarborough,Brampton Honey Badgers,89,28,62,45,15,31,48,13,31,41,20,29,68,7,26,33,27,7,16,5,17,21,28,4,13,18,20,12,96.0,32.0,77.0,41.0,23.0,49.0,46.0,9.0,28.0,32.0,23.0,27.0,85.0,18.0,26.0,44.0,21.0,9.0,12.0,4.0,21.0,17.0,44.0,9.0,27.0,19.0,16.0,13.0,-7.0,-4.0,-15.0,4.0,-8.0,-18.0,2.0,4.0,3.0,9.0,-3.0,2.0,-17.0,-11.0,0.0,-11.0,6.0,-2.0,4.0,1.0,-4.0,4.0,-16.0,-5.0,-14.0,-1.0,4.0,-1.0
2600657,2025,2025-07-27T19:00:00Z,19,Scarborough Shooting Stars,Scarborough,Montreal Alliance,94,32,72,44,21,43,48,11,29,37,19,25,76,12,33,45,20,6,15,6,20,19,40,14,13,28,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
