game_id,season,game_date,game_number,team_name,short_name,opponent_name,self_team_score,self_field_goals_made,self_field_goals_attempted,self_field_goal_percentage,self_two_point_field_goals_made,self_two_point_field_goals_attempted,self_two_point_percentage,self_three_point_field_goals_made,self_three_point_field_goals_attempted,self_three_point_percentage,self_free_throws_made,self_free_throws_attempted,self_free_throw_percentage,self_offensive_rebounds,self_defensive_rebounds,self_rebounds,self_assists,self_steals,self_turnovers,self_blocks,self_personal_fouls,self_fouls_drawn,self_points_in_the_paint,self_second_chance_points,self_points_from_turnovers,self_bench_points,self_fast_break_points,self_stocks,opp_team_score,opp_field_goals_made,opp_field_goals_attempted,opp_field_goal_percentage,opp_two_point_field_goals_made,opp_two_point_field_goals_attempted,opp_two_point_percentage,opp_three_point_field_goals_made,opp_three_point_field_goals_attempted,opp_three_point_percentage,opp_free_throws_made,opp_free_throws_attempted,opp_free_throw_percentage,opp_offensive_rebounds,opp_defensive_rebounds,opp_rebounds,opp_assists,opp_steals,opp_turnovers,opp_blocks,opp_personal_fouls,opp_fouls_drawn,opp_points_in_the_paint,opp_second_chance_points,opp_points_from_turnovers,opp_bench_points,opp_fast_break_points,opp_stocks,diff_team_score,diff_field_goals_made,diff_field_goals_attempted,diff_field_goal_percentage,diff_two_point_field_goals_made,diff_two_point_field_goals_attempted,diff_two_point_percentage,diff_three_point_field_goals_made,diff_three_point_field_goals_attempted,diff_three_point_percentage,diff_free_throws_made,diff_free_throws_attempted,diff_free_throw_percentage,diff_offensive_rebounds,diff_defensive_rebounds,diff_rebounds,diff_assists,diff_steals,diff_turnovers,diff_blocks,diff_personal_fouls,diff_fouls_drawn,diff_points_in_the_paint,diff_second_chance_points,diff_points_from_turnovers,diff_bench_points,diff_fast_break_points,diff_stocks
2600568,2025,2025-05-18T20:00:00Z,1,Montréal Alliance,Montréal,Brampton Honey Badgers,88,33,79,41,20,41,48,13,38,34,9,15,60,16,32,48,26,6,11,6,20,14,38,18,28,28,11,12,66.0,20.0,62.0,32.0,12.0,35.0,34.0,8.0,27.0,29.0,18.0,22.0,81.0,12.0,29.0,41.0,17.0,4.0,19.0,2.0,15.0,20.0,22.0,9.0,8.0,17.0,5.0,6.0,22.0,13.0,17.0,9.0,8.0,6.0,14.0,5.0,11.0,5.0,-9.0,-7.0,-21.0,4.0,3.0,7.0,9.0,2.0,-8.0,4.0,5.0,-6.0,16.0,9.0,20.0,11.0,6.0,6.0
2600595,2025,2025-06-04T15:00:00Z,2,Montréal Alliance,Montréal,Brampton Honey Badgers,92,35,83,42,20,41,48,15,42,35,7,11,63,18,26,44,28,10,8,3,16,18,40,13,25,31,11,13,71.0,24.0,54.0,44.0,16.0,27.0,59.0,8.0,27.0,29.0,15.0,18.0,83.0,6.0,31.0,37.0,13.0,2.0,19.0,4.0,18.0,16.0,30.0,2.0,7.0,14.0,17.0,6.0,21.0,11.0,29.0,-2.0,4.0,14.0,-11.0,7.0,15.0,6.0,-8.0,-7.0,-20.0,12.0,-5.0,7.0,15.0,8.0,-11.0,-1.0,-2.0,2.0,10.0,11.0,18.0,17.0,-6.0,7.0
2600605,2025,2025-06-07T00:00:00Z,3,Montréal Alliance,Montréal,Edmonton Stingers,105,38,71,53,24,38,63,14,33,42,15,20,75,13,32,45,31,6,11,3,15,13,44,11,12,37,12,9,83.0,32.0,72.0,44.0,22.0,41.0,53.0,10.0,31.0,32.0,9.0,14.0,64.0,12.0,18.0,30.0,22.0,6.0,10.0,0.0,13.0,15.0,44.0,10.0,11.0,21.0,11.0,6.0,22.0,6.0,-1.0,9.0,2.0,-3.0,10.0,4.0,2.0,10.0,6.0,6.0,11.0,1.0,14.0,15.0,9.0,0.0,1.0,3.0,2.0,-2.0,0.0,1.0,1.0,16.0,1.0,3.0
2600596,2025,2025-06-09T23:30:00Z,4,Montréal Alliance,Montréal,Scarborough Shooting Stars,108,39,91,42,27,60,45,12,31,38,18,25,72,27,28,55,22,13,14,7,26,23,42,22,27,29,15,20,88.0,31.0,70.0,44.0,24.0,44.0,54.0,7.0,26.0,26.0,19.0,32.0,59.0,17.0,28.0,45.0,19.0,8.0,22.0,7.0,23.0,26.0,42.0,14.0,13.0,10.0,10.0,15.0,20.0,8.0,21.0,-2.0,3.0,16.0,-9.0,5.0,5.0,12.0,-1.0,-7.0,13.0,10.0,0.0,10.0,3.0,5.0,-8.0,0.0,3.0,-3.0,0.0,8.0,14.0,19.0,5.0,5.0
2600602,2025,2025-06-12T00:00:00Z,5,Montréal Alliance,Montréal,Winnipeg Sea Bears,89,32,74,43,24,42,57,8,32,25,17,19,89,13,29,42,23,5,13,3,13,16,46,19,15,24,13,8,92.0,37.0,75.0,49.0,31.0,50.0,62.0,6.0,25.0,24.0,12.0,17.0,70.0,12.0,29.0,41.0,27.0,10.0,12.0,2.0,16.0,13.0,52.0,9.0,16.0,28.0,10.0,12.0,-3.0,-5.0,-1.0,-6.0,-7.0,-8.0,-5.0,2.0,7.0,1.0,5.0,2.0,19.0,1.0,0.0,1.0,-4.0,-5.0,1.0,1.0,-3.0,3.0,-6.0,10.0,-1.0,-4.0,3.0,-4.0
2600585,2025,2025-06-15T02:00:00Z,6,Montréal Alliance,Montréal,Vancouver Bandits,82,26,63,41,13,30,43,13,33,39,17,24,70,5,26,31,20,6,7,6,17,22,22,4,15,26,4,12,91.0,36.0,71.0,50.0,29.0,52.0,55.0,7.0,19.0,36.0,12.0,13.0,92.0,10.0,35.0,45.0,21.0,4.0,13.0,4.0,22.0,17.0,56.0,12.0,16.0,15.0,20.0,8.0,-9.0,-10.0,-8.0,-9.0,-16.0,-22.0,-12.0,6.0,14.0,3.0,5.0,11.0,-22.0,-5.0,-9.0,-14.0,-1.0,2.0,-6.0,2.0,-5.0,5.0,-34.0,-8.0,-1.0,11.0,-16.0,4.0
2600597,2025,2025-06-18T23:30:00Z,7,Montréal Alliance,Montréal,Scarborough Shooting Stars,73,24,69,34,18,39,46,6,30,20,19,24,79,13,32,45,21,1,12,6,12,18,32,14,7,25,7,7,101.0,41.0,85.0,48.0,28.0,49.0,57.0,13.0,36.0,36.0,6.0,13.0,46.0,16.0,32.0,48.0,22.0,6.0,5.0,7.0,19.0,11.0,54.0,21.0,15.0,34.0,24.0,13.0,-28.0,-17.0,-16.0,-14.0,-10.0,-10.0,-11.0,-7.0,-6.0,-16.0,13.0,11.0,33.0,-3.0,0.0,-3.0,-1.0,-5.0,7.0,-1.0,-7.0,7.0,-22.0,-7.0,-8.0,-9.0,-17.0,-6.0
2600603,2025,2025-06-20T15:00:00Z,8,Montréal Alliance,Montréal,Niagara River Lions,82,28,66,42,21,48,43,7,18,38,19,32,59,14,31,45,16,7,15,4,24,21,36,12,7,31,6,11,93.0,30.0,73.0,41.0,23.0,45.0,51.0,7.0,28.0,25.0,26.0,32.0,81.0,14.0,31.0,45.0,20.0,9.0,8.0,2.0,22.0,24.0,40.0,17.0,23.0,27.0,17.0,11.0,-11.0,-2.0,-7.0,1.0,-2.0,3.0,-8.0,0.0,-10.0,13.0,-7.0,0.0,-22.0,0.0,0.0,0.0,-4.0,-2.0,7.0,2.0,2.0,-3.0,-4.0,-5.0,-16.0,4.0,-11.0,0.0
2600615,2025,2025-06-22T19:00:00Z,9,Montréal Alliance,Montréal,Saskatchewan Rattlers,93,35,70,50,22,43,51,13,27,48,10,17,58,6,36,42,24,8,16,3,16,15,42,6,26,42,16,11,89.0,31.0,76.0,40.0,17.0,45.0,37.0,14.0,31.0,45.0,13.0,15.0,86.0,11.0,30.0,41.0,21.0,10.0,14.0,3.0,15.0,16.0,24.0,10.0,18.0,19.0,8.0,13.0,4.0,4.0,-6.0,10.0,5.0,-2.0,14.0,-1.0,-4.0,3.0,-3.0,2.0,-28.0,-5.0,6.0,1.0,3.0,-2.0,2.0,0.0,1.0,-1.0,18.0,-4.0,8.0,23.0,8.0,-2.0
2600620,2025,2025-06-28T19:00:00Z,10,Montréal Alliance,Montréal,Ottawa BlackJacks,77,31,81,38,23,46,50,8,35,22,7,16,43,26,27,53,24,6,17,5,15,12,46,14,18,17,9,11,90.0,37.0,76.0,48.0,28.0,50.0,56.0,9.0,26.0,34.0,7.0,14.0,50.0,15.0,26.0,41.0,18.0,10.0,12.0,7.0,13.0,15.0,50.0,11.0,26.0,22.0,17.0,17.0,-13.0,-6.0,5.0,-10.0,-5.0,-4.0,-6.0,-1.0,9.0,-12.0,0.0,2.0,-7.0,11.0,1.0,12.0,6.0,-4.0,5.0,-2.0,2.0,-3.0,-4.0,3.0,-8.0,-5.0,-8.0,-6.0
2600628,2025,2025-07-01T22:00:00Z,11,Montréal Alliance,Montréal,Edmonton Stingers,83,31,69,44,19,41,46,12,28,42,9,13,69,9,24,33,14,8,18,0,15,13,34,11,22,11,2,8,94.0,36.0,70.0,51.0,24.0,43.0,55.0,12.0,27.0,44.0,10.0,12.0,83.0,9.0,30.0,39.0,23.0,9.0,18.0,2.0,13.0,14.0,42.0,3.0,30.0,16.0,30.0,11.0,-11.0,-5.0,-1.0,-7.0,-5.0,-2.0,-9.0,0.0,1.0,-2.0,-1.0,1.0,-14.0,0.0,-6.0,-6.0,-9.0,-1.0,0.0,-2.0,2.0,-1.0,-8.0,8.0,-8.0,-5.0,-28.0,-3.0
2600633,2025,2025-07-04T01:30:00Z,12,Montréal Alliance,Montréal,Saskatchewan Rattlers,82,31,72,43,20,45,44,11,27,40,9,14,64,20,23,43,21,3,13,3,22,16,38,29,11,35,4,6,80.0,27.0,52.0,51.0,21.0,32.0,65.0,6.0,20.0,30.0,20.0,32.0,62.0,6.0,22.0,28.0,20.0,4.0,11.0,7.0,16.0,22.0,34.0,8.0,17.0,13.0,9.0,11.0,2.0,4.0,20.0,-8.0,-1.0,13.0,-21.0,5.0,7.0,10.0,-11.0,-18.0,2.0,14.0,1.0,15.0,1.0,-1.0,2.0,-4.0,6.0,-6.0,4.0,21.0,-6.0,22.0,-5.0,-5.0
2600639,2025,2025-07-06T20:00:00Z,13,Montréal Alliance,Montréal,Niagara River Lions,73,24,67,35,18,40,45,6,27,22,19,31,61,18,35,53,16,5,18,4,28,26,36,23,11,9,10,9,77.0,29.0,70.0,41.0,24.0,44.0,54.0,5.0,26.0,19.0,14.0,24.0,58.0,12.0,32.0,44.0,21.0,8.0,13.0,2.0,26.0,28.0,40.0,8.0,16.0,22.0,15.0,10.0,-4.0,-5.0,-3.0,-6.0,-6.0,-4.0,-9.0,1.0,1.0,3.0,5.0,7.0,3.0,6.0,3.0,9.0,-5.0,-3.0,5.0,2.0,2.0,-2.0,-4.0,15.0,-5.0,-13.0,-5.0,-1.0
2600630,2025,2025-07-10T01:30:00Z,14,Montréal Alliance,Montréal,Calgary Surge,91,33,66,50,21,39,53,12,27,44,13,16,81,13,26,39,23,9,29,1,16,16,36,9,23,31,5,10,107.0,42.0,72.0,58.0,29.0,44.0,65.0,13.0,28.0,46.0,10.0,20.0,50.0,8.0,19.0,27.0,19.0,21.0,16.0,5.0,17.0,16.0,54.0,11.0,38.0,9.0,12.0,26.0,-16.0,-9.0,-6.0,-8.0,-8.0,-5.0,-12.0,-1.0,-1.0,-2.0,3.0,-4.0,31.0,5.0,7.0,12.0,4.0,-12.0,13.0,-4.0,-1.0,0.0,-18.0,-2.0,-15.0,22.0,-7.0,-16.0
2600640,2025,2025-07-13T20:00:00Z,15,Montréal Alliance,Montréal,Vancouver Bandits,87,32,63,50,21,41,51,11,22,50,12,13,92,9,26,35,23,7,22,2,16,17,36,9,20,31,11,9,94.0,30.0,67.0,44.0,14.0,32.0,43.0,16.0,35.0,45.0,18.0,22.0,81.0,9.0,21.0,30.0,19.0,13.0,13.0,4.0,17.0,16.0,26.0,15.0,24.0,8.0,15.0,17.0,-7.0,2.0,-4.0,6.0,7.0,9.0,8.0,-5.0,-13.0,5.0,-6.0,-9.0,11.0,0.0,5.0,5.0,4.0,-6.0,9.0,-2.0,-1.0,1.0,10.0,-6.0,-4.0,23.0,-4.0,-8.0
2600659,2025,2025-07-20T20:00:00Z,16,Montréal Alliance,Montréal,Winnipeg Sea Bears,81,31,65,47,25,44,56,6,21,28,13,14,92,10,29,39,21,3,13,1,16,13,48,4,6,18,8,4,94.0,37.0,76.0,48.0,29.0,46.0,63.0,8.0,30.0,26.0,12.0,17.0,70.0,13.0,25.0,38.0,23.0,9.0,7.0,2.0,13.0,16.0,48.0,18.0,20.0,15.0,18.0,11.0,-13.0,-6.0,-11.0,-1.0,-4.0,-2.0,-7.0,-2.0,-9.0,2.0,1.0,-3.0,22.0,-3.0,4.0,1.0,-2.0,-6.0,6.0,-1.0,3.0,-3.0,0.0,-14.0,-14.0,3.0,-10.0,-7.0
2600666,2025,2025-07-23T23:30:00Z,17,Montréal Alliance,Montréal,Ottawa BlackJacks,87,30,72,41,20,42,47,10,30,33,17,25,68,14,34,48,18,12,18,1,21,15,38,10,24,37,20,13,79.0,29.0,68.0,42.0,23.0,39.0,58.0,6.0,29.0,20.0,15.0,19.0,78.0,6.0,31.0,37.0,17.0,12.0,16.0,1.0,16.0,21.0,38.0,3.0,18.0,12.0,13.0,13.0,8.0,1.0,4.0,-1.0,-3.0,3.0,-11.0,4.0,1.0,13.0,2.0,6.0,-10.0,8.0,3.0,11.0,1.0,0.0,2.0,0.0,5.0,-6.0,0.0,7.0,6.0,25.0,7.0,0.0
2600669,2025,2025-07-25T23:00:00Z,18,Montréal Alliance,Montréal,Niagara River Lions,89,34,71,47,23,40,57,11,31,35,10,20,50,15,27,42,16,6,10,4,18,18,44,22,8,57,8,10,91.0,36.0,72.0,50.0,25.0,45.0,55.0,11.0,27.0,40.0,8.0,12.0,66.0,10.0,27.0,37.0,23.0,4.0,10.0,4.0,19.0,18.0,44.0,16.0,15.0,19.0,10.0,8.0,-2.0,-2.0,-1.0,-3.0,-2.0,-5.0,2.0,0.0,4.0,-5.0,2.0,8.0,-16.0,5.0,0.0,5.0,-7.0,2.0,0.0,0.0,-1.0,0.0,0.0,6.0,-7.0,38.0,-2.0,2.0
2600657,2025,2025-07-27T19:00:00Z,19,Montréal Alliance,Montréal,Scarborough Shooting Stars,89,33,82,40,20,42,47,13,40,32,10,17,58,16,31,47,19,3,13,1,19,20,38,14,16,22,15,4,94.0,32.0,72.0,44.0,21.0,43.0,48.0,11.0,29.0,37.0,19.0,25.0,76.0,12.0,33.0,45.0,20.0,6.0,15.0,6.0,20.0,19.0,40.0,14.0,13.0,28.0,25.0,12.0,-5.0,1.0,10.0,-4.0,-1.0,-1.0,-1.0,2.0,11.0,-5.0,-9.0,-8.0,-18.0,4.0,-2.0,2.0,-1.0,-3.0,-2.0,-5.0,-1.0,1.0,-2.0,0.0,3.0,-6.0,-10.0,-8.0
2600647,2025,2025-08-01T23:30:00Z,20,Montréal Alliance,Montréal,Brampton Honey Badgers,103,40,67,59,32,42,76,8,25,32,15,19,78,10,29,39,23,5,14,2,16,17,54,12,16,26,11,7,83.0,30.0,65.0,46.0,23.0,37.0,62.0,7.0,28.0,25.0,16.0,18.0,88.0,7.0,20.0,27.0,20.0,8.0,12.0,3.0,18.0,16.0,40.0,6.0,20.0,18.0,18.0,11.0,20.0,10.0,2.0,13.0,9.0,5.0,14.0,1.0,-3.0,7.0,-1.0,1.0,-10.0,3.0,9.0,12.0,3.0,-3.0,2.0,-1.0,-2.0,1.0,14.0,6.0,-4.0,8.0,-7.0,-4.0
2600668,2025,2025-08-04T23:30:00Z,21,Montréal Alliance,Montréal,Calgary Surge,82,29,65,44,17,33,51,12,32,37,12,16,75,7,27,34,21,7,17,1,17,16,32,11,14,22,22,8,99.0,39.0,78.0,50.0,29.0,50.0,57.0,10.0,28.0,35.0,11.0,17.0,64.0,14.0,30.0,44.0,16.0,10.0,12.0,2.0,16.0,17.0,58.0,15.0,24.0,11.0,22.0,12.0,-17.0,-10.0,-13.0,-6.0,-12.0,-17.0,-6.0,2.0,4.0,2.0,1.0,-1.0,11.0,-7.0,-3.0,-10.0,5.0,-3.0,5.0,-1.0,1.0,-1.0,-26.0,-4.0,-10.0,11.0,0.0,-4.0
2682612,2025,2025-08-06T23:30:00Z,22,Montréal Alliance,Montréal,Ottawa BlackJacks,83,30,71,42,19,41,46,11,30,36,12,15,80,13,26,39,17,9,13,4,13,14,36,7,17,23,17,13,87.0,33.0,65.0,50.0,22.0,41.0,53.0,11.0,24.0,45.0,10.0,13.0,76.0,7.0,29.0,36.0,23.0,6.0,17.0,2.0,14.0,13.0,42.0,13.0,11.0,12.0,8.0,8.0,-4.0,-3.0,6.0,-8.0,-3.0,0.0,-7.0,0.0,6.0,-9.0,2.0,2.0,4.0,6.0,-3.0,3.0,-6.0,3.0,-4.0,2.0,-1.0,1.0,-6.0,-6.0,6.0,11.0,9.0,5.0
2600673,2025,2025-08-08T23:30:00Z,23,Montréal Alliance,Montréal,Ottawa BlackJacks,92,36,74,48,27,52,51,9,22,40,11,20,55,14,27,41,20,8,13,5,17,15,48,17,10,23,8,13,98.0,37.0,73.0,50.0,26.0,47.0,55.0,11.0,26.0,42.0,13.0,15.0,86.0,11.0,27.0,38.0,29.0,6.0,13.0,2.0,16.0,17.0,46.0,9.0,16.0,31.0,23.0,8.0,-6.0,-1.0,1.0,-2.0,1.0,5.0,-4.0,-2.0,-4.0,-2.0,-2.0,5.0,-31.0,3.0,0.0,3.0,-9.0,2.0,0.0,3.0,1.0,-2.0,2.0,8.0,-6.0,-8.0,-15.0,5.0
2600679,2025,2025-08-10T18:00:00Z,24,Montréal Alliance,Montréal,Scarborough Shooting Stars,92,36,88,40,22,57,38,14,31,45,6,7,85,15,32,47,25,10,12,3,8,10,40,12,19,13,10,13,80.0,33.0,72.0,45.0,23.0,37.0,62.0,10.0,35.0,28.0,4.0,5.0,80.0,6.0,38.0,44.0,19.0,6.0,20.0,11.0,10.0,8.0,40.0,6.0,9.0,20.0,10.0,17.0,12.0,3.0,16.0,-5.0,-1.0,20.0,-24.0,4.0,-4.0,17.0,2.0,2.0,5.0,9.0,-6.0,3.0,6.0,4.0,-8.0,-8.0,-2.0,2.0,0.0,6.0,10.0,-7.0,0.0,-4.0
2696066,2025,2025-08-14T23:00:00Z,25,Montréal Alliance,Montréal,Scarborough Shooting Stars,86,31,68,45,22,43,51,9,25,36,15,21,71,9,31,40,24,6,12,0,15,17,42,9,11,24,8,6,92.0,34.0,80.0,42.0,18.0,42.0,42.0,16.0,38.0,42.0,8.0,13.0,61.0,15.0,32.0,47.0,25.0,5.0,11.0,6.0,17.0,15.0,32.0,7.0,18.0,16.0,17.0,11.0,-6.0,-3.0,-12.0,3.0,4.0,1.0,9.0,-7.0,-13.0,-6.0,7.0,8.0,10.0,-6.0,-1.0,-7.0,-1.0,1.0,1.0,-6.0,-2.0,2.0,10.0,2.0,-7.0,8.0,-9.0,-5.0
2600565,2025,2025-05-16T23:00:00Z,1,Niagara River Lions,Niagara,Calgary Surge,98,37,82,45,24,57,42,13,25,52,11,15,73,16,24,40,22,13,16,9,23,16,38,14,21,24,18,22,94.0,31.0,69.0,44.0,22.0,44.0,50.0,9.0,25.0,36.0,23.0,28.0,82.0,17.0,29.0,46.0,21.0,11.0,22.0,5.0,17.0,23.0,40.0,22.0,13.0,47.0,20.0,16.0,4.0,6.0,13.0,1.0,2.0,13.0,-8.0,4.0,0.0,16.0,-12.0,-13.0,-9.0,-1.0,-5.0,-6.0,1.0,2.0,-6.0,4.0,6.0,-7.0,-2.0,-8.0,8.0,-23.0,-2.0,6.0
2600567,2025,2025-05-18T19:00:00Z,2,Niagara River Lions,Niagara,Ottawa BlackJacks,87,30,70,42,22,42,52,8,28,28,19,28,67,10,33,43,16,8,16,4,23,24,32,9,20,19,9,12,85.0,28.0,70.0,40.0,20.0,40.0,50.0,8.0,30.0,26.0,21.0,28.0,75.0,11.0,35.0,46.0,19.0,9.0,18.0,5.0,24.0,23.0,32.0,9.0,18.0,20.0,16.0,14.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,-2.0,2.0,-2.0,0.0,-8.0,-1.0,-2.0,-3.0,-3.0,-1.0,-2.0,-1.0,-1.0,1.0,0.0,0.0,2.0,-1.0,-7.0,-2.0
2600571,2025,2025-05-23T02:00:00Z,3,Niagara River Lions,Niagara,Vancouver Bandits,72,27,66,40,23,42,54,4,24,16,14,19,73,9,28,37,13,6,19,9,21,21,36,10,5,33,2,15,109.0,39.0,83.0,46.0,31.0,59.0,52.0,8.0,24.0,33.0,23.0,31.0,74.0,18.0,34.0,52.0,28.0,11.0,11.0,7.0,21.0,21.0,60.0,16.0,32.0,33.0,24.0,18.0,-37.0,-12.0,-17.0,-6.0,-8.0,-17.0,2.0,-4.0,0.0,-17.0,-9.0,-12.0,-1.0,-9.0,-6.0,-15.0,-15.0,-5.0,8.0,2.0,0.0,0.0,-24.0,-6.0,-27.0,0.0,-22.0,-3.0
2600574,2025,2025-05-25T01:30:00Z,4,Niagara River Lions,Niagara,Saskatchewan Rattlers,88,31,80,38,24,58,41,7,22,31,19,24,79,17,31,48,16,9,15,4,17,19,38,24,24,31,21,13,86.0,31.0,79.0,39.0,21.0,56.0,37.0,10.0,23.0,43.0,14.0,16.0,87.0,17.0,33.0,50.0,16.0,10.0,17.0,5.0,19.0,17.0,38.0,19.0,13.0,3.0,7.0,15.0,2.0,0.0,1.0,-1.0,3.0,2.0,4.0,-3.0,-1.0,-12.0,5.0,8.0,-8.0,0.0,-2.0,-2.0,0.0,-1.0,-2.0,-1.0,-2.0,2.0,0.0,5.0,11.0,28.0,14.0,-2.0
2600583,2025,2025-05-30T23:00:00Z,5,Niagara River Lions,Niagara,Saskatchewan Rattlers,87,32,78,41,20,44,45,12,34,35,11,13,84,17,32,49,19,8,18,13,23,15,38,9,15,18,13,21,89.0,32.0,83.0,38.0,24.0,58.0,41.0,8.0,25.0,32.0,17.0,25.0,68.0,19.0,30.0,49.0,17.0,11.0,12.0,4.0,15.0,23.0,36.0,15.0,15.0,25.0,17.0,15.0,-2.0,0.0,-5.0,3.0,-4.0,-14.0,4.0,4.0,9.0,3.0,-6.0,-12.0,16.0,-2.0,2.0,0.0,2.0,-3.0,6.0,9.0,8.0,-8.0,2.0,-6.0,0.0,-7.0,-4.0,6.0
2600599,2025,2025-06-06T23:00:00Z,6,Niagara River Lions,Niagara,Scarborough Shooting Stars,98,36,83,43,27,54,50,9,29,31,17,23,73,13,35,48,21,5,14,1,25,23,46,13,15,34,11,6,94.0,32.0,81.0,39.0,23.0,45.0,51.0,9.0,36.0,25.0,21.0,29.0,72.0,16.0,33.0,49.0,21.0,11.0,15.0,5.0,24.0,24.0,42.0,25.0,9.0,32.0,17.0,16.0,4.0,4.0,2.0,4.0,4.0,9.0,-1.0,0.0,-7.0,6.0,-4.0,-6.0,1.0,-3.0,2.0,-1.0,0.0,-6.0,-1.0,-4.0,1.0,-1.0,4.0,-12.0,6.0,2.0,-6.0,-10.0
2600587,2025,2025-06-08T19:00:00Z,7,Niagara River Lions,Niagara,Brampton Honey Badgers,94,29,75,38,17,35,48,12,40,30,24,31,77,17,35,52,21,9,14,2,22,21,30,10,14,34,9,11,80.0,27.0,69.0,39.0,21.0,39.0,53.0,6.0,30.0,20.0,20.0,24.0,83.0,11.0,33.0,44.0,14.0,9.0,17.0,3.0,24.0,19.0,34.0,13.0,16.0,13.0,9.0,12.0,14.0,2.0,6.0,-1.0,-4.0,-4.0,-5.0,6.0,10.0,10.0,4.0,7.0,-6.0,6.0,2.0,8.0,7.0,0.0,-3.0,-1.0,-2.0,2.0,-4.0,-3.0,-2.0,21.0,0.0,-1.0
2600604,2025,2025-06-13T23:00:00Z,8,Niagara River Lions,Niagara,Edmonton Stingers,88,34,83,40,30,54,55,4,29,13,16,17,94,12,25,37,16,9,9,1,13,19,56,6,17,22,12,10,106.0,42.0,77.0,54.0,29.0,50.0,57.0,13.0,27.0,48.0,9.0,10.0,90.0,9.0,37.0,46.0,29.0,6.0,14.0,1.0,19.0,13.0,46.0,13.0,8.0,19.0,9.0,7.0,-18.0,-8.0,6.0,-14.0,1.0,4.0,-2.0,-9.0,2.0,-35.0,7.0,7.0,4.0,3.0,-12.0,-9.0,-13.0,3.0,-5.0,0.0,-6.0,6.0,10.0,-7.0,9.0,3.0,3.0,3.0
2600588,2025,2025-06-15T18:00:00Z,9,Niagara River Lions,Niagara,Ottawa BlackJacks,90,30,76,39,18,42,42,12,34,35,18,22,81,14,27,41,17,8,8,0,19,15,28,17,15,21,15,8,89.0,32.0,70.0,45.0,18.0,38.0,47.0,14.0,32.0,43.0,11.0,17.0,64.0,13.0,33.0,46.0,24.0,2.0,13.0,2.0,16.0,19.0,32.0,18.0,12.0,44.0,9.0,4.0,1.0,-2.0,6.0,-6.0,0.0,4.0,-5.0,-2.0,2.0,-8.0,7.0,5.0,17.0,1.0,-6.0,-5.0,-7.0,6.0,-5.0,-2.0,3.0,-4.0,-4.0,-1.0,3.0,-23.0,6.0,4.0
2600603,2025,2025-06-20T15:00:00Z,10,Niagara River Lions,Niagara,Montreal Alliance,93,30,73,41,23,45,51,7,28,25,26,32,81,14,31,45,20,9,8,2,22,24,40,17,23,27,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600613,2025,2025-06-22T18:00:00Z,11,Niagara River Lions,Niagara,Scarborough Shooting Stars,70,22,63,34,15,36,41,7,27,25,19,20,95,13,26,39,17,2,18,2,20,15,28,10,8,31,7,4,102.0,38.0,76.0,50.0,25.0,45.0,55.0,13.0,31.0,41.0,13.0,19.0,68.0,12.0,29.0,41.0,28.0,9.0,9.0,5.0,16.0,19.0,48.0,15.0,19.0,22.0,11.0,14.0,-32.0,-16.0,-13.0,-16.0,-10.0,-9.0,-14.0,-6.0,-4.0,-16.0,6.0,1.0,27.0,1.0,-3.0,-2.0,-11.0,-7.0,9.0,-3.0,4.0,-4.0,-20.0,-5.0,-11.0,9.0,-4.0,-10.0
2600622,2025,2025-06-29T18:00:00Z,12,Niagara River Lions,Niagara,Brampton Honey Badgers,66,21,63,33,16,35,45,5,28,17,19,23,82,9,32,41,15,3,14,2,18,22,26,4,15,29,5,5,91.0,31.0,74.0,41.0,16.0,41.0,39.0,15.0,33.0,45.0,14.0,17.0,82.0,10.0,34.0,44.0,18.0,9.0,11.0,3.0,22.0,18.0,30.0,7.0,14.0,9.0,15.0,12.0,-25.0,-10.0,-11.0,-8.0,0.0,-6.0,6.0,-10.0,-5.0,-28.0,5.0,6.0,0.0,-1.0,-2.0,-3.0,-3.0,-6.0,3.0,-1.0,-4.0,4.0,-4.0,-3.0,1.0,20.0,-10.0,-7.0
2600635,2025,2025-07-04T23:00:00Z,13,Niagara River Lions,Niagara,Winnipeg Sea Bears,93,31,65,47,20,41,48,11,24,45,20,24,83,10,27,37,18,7,17,4,12,21,34,12,21,33,5,11,82.0,32.0,67.0,47.0,22.0,40.0,55.0,10.0,27.0,37.0,8.0,12.0,66.0,10.0,26.0,36.0,14.0,8.0,19.0,4.0,22.0,11.0,34.0,10.0,23.0,14.0,13.0,12.0,11.0,-1.0,-2.0,0.0,-2.0,1.0,-7.0,1.0,-3.0,8.0,12.0,12.0,17.0,0.0,1.0,1.0,4.0,-1.0,-2.0,0.0,-10.0,10.0,0.0,2.0,-2.0,19.0,-8.0,-1.0
2600639,2025,2025-07-06T20:00:00Z,14,Niagara River Lions,Niagara,Montreal Alliance,77,29,70,41,24,44,54,5,26,19,14,24,58,12,32,44,21,8,13,2,26,28,40,8,16,22,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
